geneID	Description	Pathway
MTR_8g094600	NAD-dependent aldehyde dehydrogenase family protein	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g102190	6-phosphofructokinase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g102460	hexokinase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_8g104540	cytoplasmic phosphoglucomutase	Glycolysis / Gluconeogenesis - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00010/image
MTR_0018s0260	succinate dehydrogenase [ubiquinone] iron-sulfur subunit	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g043040	cytoplasmic-like malate dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g064070	NAD-dependent isocitrate dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g069645	succinyl-CoA ligase [ADP-forming] subunit beta	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g075520	cytoplasmic-like aconitate hydratase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g076130	cytoplasmic-like malate dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g087900	fumarate hydratase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g091037	long form dihydrolipoamide acetyltransferase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g096240	2-oxoacid dehydrogenase acyltransferase family protein	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g111140	2-oxoacid dehydrogenase acyltransferase family protein	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g115340	E1 subunit-like 2-oxoglutarate dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_1g492610	succinate dehydrogenase [ubiquinone] iron-sulfur subunit	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g006820	2-oxoacid dehydrogenase acyltransferase family protein	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g034090	ATP:citrate lyase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g034580	dihydrolipoamide dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g061630	citrate synthase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g062840	NADP-dependent isocitrate dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g062920	ATP-citrate synthase alpha chain protein	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g067620	cytoplasmic-like aconitate hydratase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_2g088360	cytoplasmic-like aconitate hydratase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_3g048920	citrate synthase 3, peroxisomal protein	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_3g076630	pyruvate dehydrogenase E1 beta subunit	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_3g101470	NAD-dependent isocitrate dehydrogenase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_3g111120	phosphoenolpyruvate carboxykinase [ATP] protein	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_4g048070	succinate dehydrogenase subunit 3	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
MTR_4g048190	cytoplasmic-like aconitate hydratase	Citrate cycle (TCA cycle) - Medicago truncatula (barrel medic)	http://rest.kegg.jp/get/mtr00020/image
