geneID	Description	Pathway
Dmel_CG12529	Zw; zwischenferment, isoform A	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG13369	CG13369; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG17010	CG17010; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG17333	CG17333; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG2827	Taldo; transaldolase	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG30410	Rpi; Ribose-5-phosphate isomerase, isoform C	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG30499	CG30499; uncharacterized protein, isoform B	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG31692	fbp; fructose-1,6-bisphosphatase, isoform C	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG3724	Pgd; phosphogluconate dehydrogenase, isoform B	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG4001	Pfk; phosphofructokinase, isoform B	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG5103	CG5103; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG5165	Pgm; phosphoglucose mutase	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG5432	CG5432; uncharacterized protein, isoform B	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG6058	Ald; aldolase, isoform M	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG6767	CG6767; uncharacterized protein, isoform C	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG7140	CG7140; uncharacterized protein	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG8036	CG8036; uncharacterized protein, isoform B	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG8073	Pmm45A; phosphomannomutase 45A	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG8251	Pgi; phosphoglucose isomerase, isoform A	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG8525	CG8525; uncharacterized protein, isoform D	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG9886	CG9886; uncharacterized protein, isoform B	Pentose phosphate pathway - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00030/image
Dmel_CG10072	sgl; sugarless	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG10131	CG10131; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG10178	CG10178; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG10638	CG10638; uncharacterized protein, isoform D	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG10863	CG10863; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG11012	Ugt37a1; UDP-glycosyltransferase 37a1	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG11289	CG11289; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG12766	CG12766; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG13270	Ugt36Ba; Ugt36Ba, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG13271	Ugt36Bb	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG13280	CG13280; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG15117	CG15117; uncharacterized protein, isoform C	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG15661	CG15661; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG15902	Ugt86Dj	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG17200	Ugt86Dg	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG17322	CG17322; uncharacterized protein, isoform D	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG17323	CG17323; uncharacterized protein, isoform E	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG17324	CG17324; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG17932	Ugt36Bc; Ugt36Bc, isoform C	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG1982	Sodh-1; sorbitol dehydrogenase 1, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG2135	betaGlu; beta glucuronidase	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG2767	CG2767; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG2788	Dot; dorothy, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG30499	CG30499; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG31002	CG31002; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG3534	CG3534; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG3597	CG3597; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG3609	CG3609; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG3797	CG3797; uncharacterized protein, isoform B	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG40064	ARY; aldehyde reductase Y, isoform C	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
Dmel_CG4302	CG4302; uncharacterized protein	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)	http://rest.kegg.jp/get/dme00040/image
