geneID	Description	Pathway
107785690	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107785825	putative glucose-6-phosphate 1-epimerase	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787153	GAPC1; glyceraldehyde-3-phosphate dehydrogenase, cytosolic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787170	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787172	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787173	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787174	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787175	GP40, NCAPP2; aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787411	alcohol dehydrogenase-like 4	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787533	pyruvate kinase isozyme A, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787620	pyruvate kinase isozyme A, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787646	acetate/butyrate--CoA ligase AAE7, peroxisomal-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787830	phosphoglycerate kinase, cytosolic	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107787915	hexokinase-2	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788085	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788125	dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788280	Hxk6; hexokinase-3-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788283	fructose-1,6-bisphosphatase, cytosolic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788423	NCAPP1; aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788424	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788425	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788426	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788427	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788802	aldose 1-epimerase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788903	alcohol dehydrogenase-like 7	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107788918	glucose-6-phosphate isomerase 1, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107789799	multiple inositol polyphosphate phosphatase 1-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107789890	pyruvate decarboxylase 1-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107790581	Hxk2, NtHxK2; hexokinase-2, chloroplastic	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107790641	glyceraldehyde-3-phosphate dehydrogenase GAPCP2, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107791229	acetate/butyrate--CoA ligase AAE7, peroxisomal-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107791283	phosphoglycerate kinase-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107791431	fructose-bisphosphate aldolase 1, chloroplastic-like	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
107791841	alcohol dehydrogenase class-3	Glycolysis / Gluconeogenesis - Nicotiana tabacum (common tobacco)	http://rest.kegg.jp/get/nta00010/image
