source	ID	GO
GPL2810	A000144_01	GO:0005515
GPL2810	A000144_01	GO:0005622
GPL2810	A000144_01	GO:0008270
GPL2810	A000145_01	GO:0009739
GPL2810	A000146_01	GO:0003700
GPL2810	A000146_01	GO:0005634
GPL2810	A000146_01	GO:0009733
GPL2810	A000146_01	GO:0009908
GPL2810	A000146_01	GO:0009942
GPL2810	A000146_01	GO:0010305
GPL2810	A000146_01	GO:0016020
GPL2810	A000146_01	GO:0048364
GPL2810	A000146_01	GO:0048507
GPL2810	A000148_01	GO:0005524
GPL2810	A000148_01	GO:0008150
GPL2810	A000148_01	GO:0012505
GPL2810	A000148_01	GO:0016887
GPL2810	A000149_01	GO:0003674
GPL2810	A000149_01	GO:0005575
GPL2810	A000149_01	GO:0008150
GPL2810	A000150_01	GO:0004252
GPL2810	A000150_01	GO:0009534
GPL2810	A000150_01	GO:0009658
GPL2810	A000150_01	GO:0009840
GPL2810	A000150_01	GO:0009941
GPL2810	A000150_01	GO:0015979
GPL2810	A000151_01	GO:0003674
GPL2810	A000151_01	GO:0005575
GPL2810	A000151_01	GO:0008150
GPL2810	A000152_01	GO:0003700
GPL2810	A000152_01	GO:0005634
GPL2810	A000152_01	GO:0009790
GPL2810	A000152_01	GO:0045449
GPL2810	A000153_01	GO:0030410
GPL2810	A000153_01	GO:0030418
GPL2810	A000154_01	GO:0003674
GPL2810	A000154_01	GO:0005575
GPL2810	A000154_01	GO:0008150
GPL2810	A000155_01	GO:0000166
GPL2810	A000155_01	GO:0005834
GPL2810	A000155_01	GO:0008150
GPL2810	A000155_01	GO:0009507
GPL2810	A000156_01	GO:0003700
GPL2810	A000156_01	GO:0005634
GPL2810	A000156_01	GO:0006355
GPL2810	A000156_01	GO:0009873
GPL2810	A000156_01	GO:0016564
GPL2810	A000157_01	GO:0003824
GPL2810	A000157_01	GO:0008152
GPL2810	A000157_01	GO:0009570
GPL2810	A000158_01	GO:0003674
GPL2810	A000158_01	GO:0005634
GPL2810	A000158_01	GO:0006355
GPL2810	A000159_01	GO:0006468
GPL2810	A000159_01	GO:0009507
GPL2810	A000159_01	GO:0016301
GPL2810	A000160_01	GO:0003674
GPL2810	A000160_01	GO:0006886
GPL2810	A000160_01	GO:0007034
GPL2810	A000160_01	GO:0030904
GPL2810	A000160_01	GO:0042147
GPL2810	A000161_01	GO:0003674
GPL2810	A000161_01	GO:0005634
GPL2810	A000161_01	GO:0006355
GPL2810	A000162_01	GO:0005509
GPL2810	A000162_01	GO:0008150
GPL2810	A000162_01	GO:0009507
GPL2810	A000163_01	GO:0004674
GPL2810	A000163_01	GO:0005524
GPL2810	A000163_01	GO:0006468
GPL2810	A000163_01	GO:0007169
GPL2810	A000163_01	GO:0012505
GPL2810	A000164_01	GO:0004345
GPL2810	A000164_01	GO:0009051
GPL2810	A000164_01	GO:0009507
GPL2810	A000165_01	GO:0005739
GPL2810	A000165_01	GO:0009507
GPL2810	A000165_01	GO:0019148
GPL2810	A000165_01	GO:0046686
GPL2810	A000167_01	GO:0003674
GPL2810	A000167_01	GO:0005730
