source	ID	GO
chickenAffy	Gga.1.1.S1_at	GO:0006289
chickenAffy	Gga.1.1.S1_at	GO:0006355
chickenAffy	Gga.1.1.S1_at	GO:0006978
chickenAffy	Gga.1.1.S1_at	GO:0007090
chickenAffy	Gga.1.1.S1_at	GO:0007141
chickenAffy	Gga.1.1.S1_at	GO:0007283
chickenAffy	Gga.1.1.S1_at	GO:0007420
chickenAffy	Gga.1.1.S1_at	GO:0007569
chickenAffy	Gga.1.1.S1_at	GO:0007584
chickenAffy	Gga.1.1.S1_at	GO:0008585
chickenAffy	Gga.1.1.S1_at	GO:0010165
chickenAffy	Gga.1.1.S1_at	GO:0010225
chickenAffy	Gga.1.1.S1_at	GO:0010332
chickenAffy	Gga.1.1.S1_at	GO:0016563
chickenAffy	Gga.1.1.S1_at	GO:0030141
chickenAffy	Gga.1.1.S1_at	GO:0033205
chickenAffy	Gga.1.1.S1_at	GO:0033593
chickenAffy	Gga.1.1.S1_at	GO:0033595
chickenAffy	Gga.1.1.S1_at	GO:0033600
chickenAffy	Gga.1.1.S1_at	GO:0035264
chickenAffy	Gga.1.1.S1_at	GO:0042771
chickenAffy	Gga.1.1.S1_at	GO:0042967
chickenAffy	Gga.1.1.S1_at	GO:0043015
chickenAffy	Gga.1.1.S1_at	GO:0043627
chickenAffy	Gga.1.1.S1_at	GO:0045298
chickenAffy	Gga.1.1.S1_at	GO:0045931
chickenAffy	Gga.1.1.S1_at	GO:0045941
chickenAffy	Gga.1.1.S1_at	GO:0048478
chickenAffy	Gga.1.1.S1_at	GO:0051298
chickenAffy	Gga.10.1.S1_at	GO:0003700
chickenAffy	Gga.100.1.S1_a_at	GO:0004888
chickenAffy	Gga.100.1.S1_a_at	GO:0005515
chickenAffy	Gga.100.1.S1_a_at	GO:0006915
chickenAffy	Gga.100.1.S1_a_at	GO:0006955
chickenAffy	Gga.100.1.S1_a_at	GO:0007165
chickenAffy	Gga.100.1.S1_a_at	GO:0016020
chickenAffy	Gga.1000.1.S1_at	GO:0006886
chickenAffy	Gga.10000.1.S1_s_at	GO:0004519
chickenAffy	Gga.10002.1.S1_at	GO:0003779
chickenAffy	Gga.10003.1.S1_at	GO:0001701
chickenAffy	Gga.10003.1.S1_at	GO:0001889
chickenAffy	Gga.10003.1.S1_at	GO:0003007
