geneID	Description	Pathway	Pathway_map
100279348	uncharacterized protein LOC100279348 precursor	Biosynthesis of secondary metabolites - Zea mays (maize)	http://rest.kegg.jp/get/zma01110/image
103651972	exocyst complex component EXO70A1	-	-
100282729	gpm300; uncharacterized protein LOC100282729	MAPK signaling pathway - plant - Zea mays (maize)	http://rest.kegg.jp/get/zma04016/image
100282729	gpm300; uncharacterized protein LOC100282729	Plant hormone signal transduction - Zea mays (maize)	http://rest.kegg.jp/get/zma04075/image
100282728	NADP-dependent D-sorbitol-6-phosphate dehydrogenase	-	-
100282721	prenyl transferase	Terpenoid backbone biosynthesis - Zea mays (maize)	http://rest.kegg.jp/get/zma00900/image
100282721	prenyl transferase	Biosynthesis of secondary metabolites - Zea mays (maize)	http://rest.kegg.jp/get/zma01110/image
100282720	prenylated Rab receptor 2	-	-
100282723	dnaJ protein	-	-
100282722	outer mitochondrial membrane protein porin	-	-
100282725	RNA recognition motif containing protein	-	-
100282724	GLK44; DNA binding protein	-	-
100282727	plant IF-like protein	-	-
100282726	RNA binding protein	-	-
103625851	protein ALP1-like	-	-
103625850	allene oxide synthase 1, chloroplastic	alpha-Linolenic acid metabolism - Zea mays (maize)	http://rest.kegg.jp/get/zma00592/image
103625850	allene oxide synthase 1, chloroplastic	Metabolic pathways - Zea mays (maize)	http://rest.kegg.jp/get/zma01100/image
103625850	allene oxide synthase 1, chloroplastic	Biosynthesis of secondary metabolites - Zea mays (maize)	http://rest.kegg.jp/get/zma01110/image
103625857	uncharacterized protein LOC103625857	-	-
103625855	dof zinc finger protein 4	-	-
103625854	probable glucuronosyltransferase Os01g0926700	-	-
103625859	uncharacterized LOC103625859	-	-
103625858	uncharacterized protein LOC103625858 isoform X1	-	-
103642566	uncharacterized protein LOC103642566	-	-
109945720	uncharacterized protein LOC109945720	-	-
111589397	small nucleolar RNA R160	-	-
100284601	DNA binding protein	-	-
100284602	ubiquitin-protein ligase/ zinc ion binding protein	Ubiquitin mediated proteolysis - Zea mays (maize)	http://rest.kegg.jp/get/zma04120/image
100284603	vegetative storage protein	-	-
100284604	TIDP3169; uncharacterized protein LOC100284604 precursor	-	-
103644842	uncharacterized protein LOC103644842	-	-
100284607	IDP1447; uncharacterized protein LOC100284607	-	-
100284608	calcium sensing receptor, chloroplastic	-	-
100284609	IDP1655; uncharacterized protein LOC100284609	-	-
100191184	AI665898; uncharacterized protein LOC100191184	-	-
100191185	zinc finger C-x8-C-x5-C-x3-H type family protein	-	-
100191186	uncharacterized protein LOC100191186	-	-
