geneID	Description	Pathway	Pathway_map
PHAVU_009G250700g	hypothetical protein	Valine, leucine and isoleucine degradation - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00280/image
PHAVU_009G250700g	hypothetical protein	beta-Alanine metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00410/image
PHAVU_009G250700g	hypothetical protein	Propanoate metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00640/image
PHAVU_009G250700g	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_009G250700g	hypothetical protein	Biosynthesis of secondary metabolites - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01110/image
PHAVU_009G250700g	hypothetical protein	Carbon metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01200/image
PHAVU_009G250700g	hypothetical protein	Fatty acid metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01212/image
PHAVU_011G010000g	hypothetical protein	-	-
PHAVU_006G137900g	hypothetical protein	-	-
PHAVU_001G056700g	hypothetical protein	-	-
PHAVU_002G330500g	hypothetical protein	-	-
PHAVU_008G222100g	hypothetical protein	-	-
PHAVU_001G223400g	hypothetical protein	-	-
PHAVU_009G093400g	hypothetical protein	Glycerophospholipid metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00564/image
PHAVU_009G093400g	hypothetical protein	Ether lipid metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00565/image
PHAVU_009G093400g	hypothetical protein	Metabolic pathways - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01100/image
PHAVU_009G093400g	hypothetical protein	Biosynthesis of secondary metabolites - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01110/image
PHAVU_009G093400g	hypothetical protein	Endocytosis - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu04144/image
PHAVU_008G280200g	hypothetical protein	Porphyrin and chlorophyll metabolism - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu00860/image
PHAVU_008G280200g	hypothetical protein	Biosynthesis of secondary metabolites - Phaseolus vulgaris (common bean)	http://rest.kegg.jp/get/pvu01110/image
